"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19175","TC005_@sanity_DCI Blog Page_Validate the Pagination and Filter Functionalities on the DCI Blog page for Desktop/Mobile","MobileChrome","Fri Jun 27 15:37:06 IST 2025","passed","Fri Jun 27 15:37:26 IST 2025","","DCI_Blog_Landing/DCI_Blog_Landing.spec.ts","",""
"","14312","TC015_@sanity_EventDetailPage_Verify Topics Tagged Visibility on Events Detail Page on Desktop/Mobile","chromium","Fri Jun 27 15:10:09 IST 2025","passed","Fri Jun 27 15:10:24 IST 2025","","Event_Detail_Page/Event_Detail_Page.spec.ts","",""
"","14346","TC015_@sanity_EventDetailPage_Verify Topics Tagged Visibility on Events Detail Page on Desktop/Mobile","MobileChrome","Fri Jun 27 15:40:51 IST 2025","passed","Fri Jun 27 15:41:05 IST 2025","","Event_Detail_Page/Event_Detail_Page.spec.ts","",""
"","21126","TC005_@sanity_EventDetailPage_Validation of Past date section on Past dated Events Detail Page on Desktop/Mobile","webkit","Fri Jun 27 15:24:28 IST 2025","passed","Fri Jun 27 15:24:49 IST 2025","","Event_Detail_Page/Event_Detail_Page.spec.ts","",""
"","11461","TC012_@sanity_Clinical Trial Landing Page_Validate the UI of Category filter on clinical trial landing page in desktop view/iPad view/mobile view","chromium","Fri Jun 27 14:58:17 IST 2025","passed","Fri Jun 27 14:58:28 IST 2025","","Clinical_Trial_Landing/Clinical_Trial_Landing.spec.ts","",""
"","3873","TC005_@sanity_MemberLandingPage_ Validating the UI of filters present in Member landing page","MobileChrome","Fri Jun 27 15:45:09 IST 2025","passed","Fri Jun 27 15:45:13 IST 2025","","Member_Landing_Page/Member_Landing_Page.spec.ts","",""
"","15783","TC016_@sanity_EventDetailPage_Verify Share Icons Visibility on Events Detail Page on Desktop/Mobile","webkit","Fri Jun 27 15:27:05 IST 2025","passed","Fri Jun 27 15:27:21 IST 2025","","Event_Detail_Page/Event_Detail_Page.spec.ts","",""
"","21635","TC007_@sanity_MemberLandingPage_ Validate the UI of the each Member on Member landing page and redirection.","webkit","Fri Jun 27 15:32:29 IST 2025","passed","Fri Jun 27 15:32:50 IST 2025","","Member_Landing_Page/Member_Landing_Page.spec.ts","",""
"","3063","TC001_@sanity_EventsLandingPage_Verify Page Loads Successfully on Desktop/Mobile","MobileChrome","Fri Jun 27 15:41:53 IST 2025","passed","Fri Jun 27 15:41:56 IST 2025","","Events_Landing_Page/Events_Landing_Page.spec.ts","",""
"","10997","TC004_@sanity_EventDetailPage_Validation of Navigation to Upcoming Dates Section on the Event Detail Page on Desktop/Mobile","webkit","Fri Jun 27 15:24:17 IST 2025","passed","Fri Jun 27 15:24:28 IST 2025","","Event_Detail_Page/Event_Detail_Page.spec.ts","",""
"","18874","TC001_@sanity_MemberLandingPage_ Validate navigation to Member landing page","chromium","Fri Jun 27 15:14:20 IST 2025","passed","Fri Jun 27 15:14:39 IST 2025","","Member_Landing_Page/Member_Landing_Page.spec.ts","",""
"","3349","TC003_@sanity_MemberLandingPage_ Validating the UI of archive side image only on desktop","MobileChrome","Fri Jun 27 15:45:02 IST 2025","passed","Fri Jun 27 15:45:05 IST 2025","","Member_Landing_Page/Member_Landing_Page.spec.ts","",""
"","16925","TC009_@sanity_EventDetailPage_Verify Registration Button Presence and Functionality on Events Detail Page on Desktop/Mobile","webkit","Fri Jun 27 15:25:46 IST 2025","passed","Fri Jun 27 15:26:03 IST 2025","","Event_Detail_Page/Event_Detail_Page.spec.ts","",""
"","14818","TC010_@sanity_EventsLandingPage_Verify Event Card Link - Standard Event on Desktop/Mobile","webkit","Fri Jun 27 15:28:57 IST 2025","passed","Fri Jun 27 15:29:12 IST 2025","","Events_Landing_Page/Events_Landing_Page.spec.ts","",""
"","9617","TC011_@sanity_EventsLandingPage_Verify Event Card Link - Event Mention on Desktop/Mobile","MobileChrome","Fri Jun 27 15:42:58 IST 2025","passed","Fri Jun 27 15:43:08 IST 2025","","Events_Landing_Page/Events_Landing_Page.spec.ts","",""
"","8783","TC007_@sanity_EventsLandingPage_Validate Events Type Filter - Professional Selection on Desktop/Mobile","MobileChrome","Fri Jun 27 15:42:18 IST 2025","passed","Fri Jun 27 15:42:27 IST 2025","","Events_Landing_Page/Events_Landing_Page.spec.ts","",""
"","3931","TC001_@sanity_DCIBlogLandingPage_Verify the navigation and header of Blog Landing Page on Desktop/Mobile","webkit","Fri Jun 27 15:22:19 IST 2025","passed","Fri Jun 27 15:22:22 IST 2025","","DCI_Blog_Landing/DCI_Blog_Landing.spec.ts","",""
"","3884","TC010_@sanity_Clinical Trial Landing Page_Validate the UI of Enrollment status filter on clinical trial landing page in desktop view/iPad view/mobile view","MobileChrome","Fri Jun 27 15:35:06 IST 2025","passed","Fri Jun 27 15:35:10 IST 2025","","Clinical_Trial_Landing/Clinical_Trial_Landing.spec.ts","",""
"","13677","TC010_@sanity_EventsLandingPage_Verify Event Card Link - Standard Event on Desktop/Mobile","chromium","Fri Jun 27 15:12:00 IST 2025","passed","Fri Jun 27 15:12:14 IST 2025","","Events_Landing_Page/Events_Landing_Page.spec.ts","",""
"","15451","TC015_@sanity_EventDetailPage_Verify Topics Tagged Visibility on Events Detail Page on Desktop/Mobile","webkit","Fri Jun 27 15:26:50 IST 2025","passed","Fri Jun 27 15:27:05 IST 2025","","Event_Detail_Page/Event_Detail_Page.spec.ts","",""
"","5603","TC010_@sanity_MemberLandingPage_ Validate the working of Specialty dropdown filter on member landing page in desktop view/iPad view, mobile view","MobileChrome","Fri Jun 27 15:46:21 IST 2025","passed","Fri Jun 27 15:46:27 IST 2025","","Member_Landing_Page/Member_Landing_Page.spec.ts","",""
"","9081","TC008_@sanity_EventsLandingPage_Verify Event Card Image Display (For both Event and Event Mention) on Desktop/Mobile","webkit","Fri Jun 27 15:28:38 IST 2025","passed","Fri Jun 27 15:28:47 IST 2025","","Events_Landing_Page/Events_Landing_Page.spec.ts","",""
"","28602","TC007_@sanity_Clinical Trial Landing Page_Validate the UI of pagination on clinical trial landing page in desktop view/iPad view.","MobileChrome","Fri Jun 27 15:34:29 IST 2025","passed","Fri Jun 27 15:34:58 IST 2025","","Clinical_Trial_Landing/Clinical_Trial_Landing.spec.ts","",""
"","3746","TC003_@sanity_EventsLandingPage_Verify Upcoming Events Tab Default State on Desktop/Mobile","webkit","Fri Jun 27 15:28:05 IST 2025","passed","Fri Jun 27 15:28:09 IST 2025","","Events_Landing_Page/Events_Landing_Page.spec.ts","",""
"","2698","TC003_@sanity_MemberLandingPage_ Validating the UI of archive side image only on desktop","chromium","Fri Jun 27 15:14:41 IST 2025","passed","Fri Jun 27 15:14:44 IST 2025","","Member_Landing_Page/Member_Landing_Page.spec.ts","",""
"","5054","TC003_@sanity_DCIBlogLandingPage_Validation of Blogs/Articles and Newsmention results on Desktop/Mobile","webkit","Fri Jun 27 15:22:27 IST 2025","passed","Fri Jun 27 15:22:32 IST 2025","","DCI_Blog_Landing/DCI_Blog_Landing.spec.ts","",""
"","11497","TC001_@sanity_EventDetailPage_Validation of Event Title on the Event Detail Page on Desktop/Mobile","MobileChrome","Fri Jun 27 15:37:29 IST 2025","passed","Fri Jun 27 15:37:41 IST 2025","","Event_Detail_Page/Event_Detail_Page.spec.ts","",""
"","11089","TC003_@sanity_DCIBlogDetailPage_Validation of Blog detail content section","webkit","Fri Jun 27 15:22:07 IST 2025","passed","Fri Jun 27 15:22:19 IST 2025","","DCI_Blog_Detail/DCI_Blog_Detail.spec.ts","",""
"","4231","TC006_@sanity_DCI Blog Page_Validating the working of the Search filter, validate the filtered DCI Blog cards visible after search are correct, validate incorrect search result validaion ,validation of Pagination Logic on Search filtered results in Deskop/Mobile","chromium","Fri Jun 27 15:06:48 IST 2025","passed","Fri Jun 27 15:06:53 IST 2025","","DCI_Blog_Landing/DCI_Blog_Landing.spec.ts","",""
"","4073","TC003_@sanity_DCIBlogLandingPage_Validation of Blogs/Articles and Newsmention results on Desktop/Mobile","MobileChrome","Fri Jun 27 15:36:58 IST 2025","passed","Fri Jun 27 15:37:02 IST 2025","","DCI_Blog_Landing/DCI_Blog_Landing.spec.ts","",""
"","14097","TC017_@sanity_EventDetailPage_Verify Related Events Card Menu on Events Detail Page on Desktop/Mobile","chromium","Fri Jun 27 15:10:38 IST 2025","passed","Fri Jun 27 15:10:52 IST 2025","","Event_Detail_Page/Event_Detail_Page.spec.ts","",""
"","14825","TC006_@sanity_Clinical Trial Landing Page_Validate the UI of the each Clinical trial box on clinical trial landing page. (desktop & mobile)","MobileChrome","Fri Jun 27 15:34:14 IST 2025","passed","Fri Jun 27 15:34:29 IST 2025","","Clinical_Trial_Landing/Clinical_Trial_Landing.spec.ts","",""
"","11347","TC002_@sanity_DCIBlogDetailPage_Validation of Blog detail Right Section on Desktop/Mobile","MobileChrome","Fri Jun 27 15:36:29 IST 2025","passed","Fri Jun 27 15:36:40 IST 2025","","DCI_Blog_Detail/DCI_Blog_Detail.spec.ts","",""
"","15256","TC016_@sanity_EventsLandingPage_Search/Filter Functionality on Desktop/Mobile","MobileChrome","Fri Jun 27 15:43:08 IST 2025","passed","Fri Jun 27 15:43:23 IST 2025","","Events_Landing_Page/Events_Landing_Page.spec.ts","",""
"","3245","TC001_@sanity_DCIBlogLandingPage_Verify the navigation and header of Blog Landing Page on Desktop/Mobile","MobileChrome","Fri Jun 27 15:36:51 IST 2025","passed","Fri Jun 27 15:36:54 IST 2025","","DCI_Blog_Landing/DCI_Blog_Landing.spec.ts","",""
"","9854","TC002_@sanity_DCIBlogDetailPage_Validation of Blog detail Right Section on Desktop/Mobile","chromium","Fri Jun 27 14:59:30 IST 2025","passed","Fri Jun 27 14:59:40 IST 2025","","DCI_Blog_Detail/DCI_Blog_Detail.spec.ts","",""
"","4808","TC005_@sanity_Clinical Trial Landing Page_Validate the UI of the archive grid on clinical trial landing page.","webkit","Fri Jun 27 15:18:17 IST 2025","passed","Fri Jun 27 15:18:22 IST 2025","","Clinical_Trial_Landing/Clinical_Trial_Landing.spec.ts","",""
"","3204","TC002_@sanity_EventsLandingPage_Verify Events Page UI Elements & CTA on Desktop/Mobile","MobileChrome","Fri Jun 27 15:41:56 IST 2025","passed","Fri Jun 27 15:41:59 IST 2025","","Events_Landing_Page/Events_Landing_Page.spec.ts","",""
"","8821","TC007_@sanity_Clinical Trial Landing Page_Validate the UI of pagination on clinical trial landing page in desktop view/iPad view.","chromium","Fri Jun 27 14:57:30 IST 2025","passed","Fri Jun 27 14:57:39 IST 2025","","Clinical_Trial_Landing/Clinical_Trial_Landing.spec.ts","",""
"","6154","TC010_@sanity_MemberLandingPage_ Validate the working of Specialty dropdown filter on member landing page in desktop view/iPad view, mobile view","chromium","Fri Jun 27 15:17:08 IST 2025","passed","Fri Jun 27 15:17:14 IST 2025","","Member_Landing_Page/Member_Landing_Page.spec.ts","",""
"","3386","TC003_@sanity_Clinical Trial Landing Page_Validating the UI of filters present in Clinical Trial landing page","MobileChrome","Fri Jun 27 15:33:42 IST 2025","passed","Fri Jun 27 15:33:46 IST 2025","","Clinical_Trial_Landing/Clinical_Trial_Landing.spec.ts","",""
"","18763","TC008_@sanity_EventDetailPage_Verify Address in ""Where"" Section on Events Detail Page on Desktop/Mobile","webkit","Fri Jun 27 15:25:28 IST 2025","passed","Fri Jun 27 15:25:46 IST 2025","","Event_Detail_Page/Event_Detail_Page.spec.ts","",""
"","15425","TC013_@sanity_EventDetailPage_Verify Event Type under Registration Status on Events Detail Page on Desktop/Mobile","webkit","Fri Jun 27 15:26:19 IST 2025","passed","Fri Jun 27 15:26:34 IST 2025","","Event_Detail_Page/Event_Detail_Page.spec.ts","",""
"","8912","TC009_@sanity_EventsLandingPage_Verify Event Card Details on Desktop/Mobile","MobileChrome","Fri Jun 27 15:42:35 IST 2025","passed","Fri Jun 27 15:42:44 IST 2025","","Events_Landing_Page/Events_Landing_Page.spec.ts","",""
"","18955","TC019_@sanity_EventsLandingPage_Search Filter Clear (Cross) Button Functionality on Desktop/Mobile","webkit","Fri Jun 27 15:31:08 IST 2025","passed","Fri Jun 27 15:31:27 IST 2025","","Events_Landing_Page/Events_Landing_Page.spec.ts","",""
"","14175","TC013_@sanity_EventDetailPage_Verify Event Type under Registration Status on Events Detail Page on Desktop/Mobile","chromium","Fri Jun 27 15:09:40 IST 2025","passed","Fri Jun 27 15:09:55 IST 2025","","Event_Detail_Page/Event_Detail_Page.spec.ts","",""
"","3181","TC010_@sanity_Clinical Trial Landing Page_Validate the UI of Enrollment status filter on clinical trial landing page in desktop view/iPad view/mobile view","chromium","Fri Jun 27 14:57:46 IST 2025","passed","Fri Jun 27 14:57:49 IST 2025","","Clinical_Trial_Landing/Clinical_Trial_Landing.spec.ts","",""
"","34447","TC009_@sanity_MemberLandingPage_ Validate the working of Search filter on Member landing page in desktop view/iPad view, mobile view","chromium","Fri Jun 27 15:16:33 IST 2025","passed","Fri Jun 27 15:17:08 IST 2025","","Member_Landing_Page/Member_Landing_Page.spec.ts","",""
